tipo_servico,canal_atendimento,faixa_etaria,tempo_espera,qualidade_percebida,preco_pago,atendimento_resolutivo,nps,tempo_resposta,isc
Intermediário,Presencial,26-35,"5,836885379","9,098198918","79,55834087",Não,"4,232870134","3,539395391","50,1546111"
Básico,Chat,18-25,"11,70865748","8,430673598","78,64139557",Sim,"9,021535836","2,563771959","50,38735646"
Básico,E-mail,18-25,"15,80831853","5,939506557","47,29373755",Sim,"5,410950484","1,138316694","39,65612608"
Intermediário,Chat,26-35,"11,67345646","3,284946435","30,01746085",Sim,"5,698354074","3,903665802","45,77362184"
Premium,Presencial,26-35,"15,24318171","8,433419732","65,89244357",Sim,"3,297464873","2,573698865","50,67957579"
Intermediário,Presencial,26-35,"8,088342942","6,528820186","46,19201536",Sim,"6,539161362","1,997141979","54,25699258"
Intermediário,Presencial,51+,"4,629670107","6,889201693","53,73902419",Sim,"5,327554189","4,543200001","48,7242167"
Básico,Presencial,51+,"13,88512726","6,790196551","59,70248844",Não,"5,614140127","1,004238852","39,66154409"
Básico,Chat,51+,"5,316835185","7,050372803","51,10313048",Sim,"6,063848488","2,032701497","53,97485989"
Intermediário,Chat,36-50,"5,114122644","5,139523438","46,95314415",Sim,"8,755384855","3,642650639","56,64732908"
Intermediário,Chat,26-35,"13,06933885","7,110018278","60,19747103",Sim,"5,161186497","0,7360850864","46,39209396"
Intermediário,E-mail,51+,"8,851959728","6,508047329","52,38271466",Sim,"5,223037746","4,004206352","50,59775477"
Intermediário,Chat,18-25,"6,41595197","7,753974961","63,03027126",Sim,"6,658816262","2,871065903","48,92171436"
Intermediário,Presencial,26-35,"11,90428824","4,103244669","37,67019999",Sim,"7,170937154","2,668144432","44,9443313"
Intermediário,Presencial,18-25,,"5,102885602","37,18639817",Sim,"2,843623907","2,940032956","36,9655226"
Básico,E-mail,18-25,"14,0611998","7,03490933","57,42759539",Sim,"3,762711654","1,688785617","40,12527234"
Básico,Presencial,36-50,"13,58079716","6,78938903","46,90734677",Sim,"6,588127242","2,342352409","39,14572536"
Premium,Chat,51+,"5,739408939","6,670830959","50,37349421",Sim,"8,247974907","1,823827432","57,52065359"
Intermediário,Telefone,18-25,"11,20707858","9,069495395",,Não,"6,918051303","2,883683795","52,86690392"
Básico,Telefone,51+,"13,46173497","6,580825846","46,9030335",Não,"5,274016707","2,483150178","38,74102194"
Intermediário,E-mail,18-25,"18,80974316","6,557739463","45,82344073",Sim,"6,081104791","2,871373211","35,19505975"
Premium,Telefone,18-25,"8,481715794","5,507263682","51,93192356",Sim,"8,439718322","2,916393411","54,16324357"
Intermediário,Chat,26-35,"19,39996954","6,111714833","49,68671945",Sim,"8,0257392","2,119626061","47,55245014"
Básico,Chat,36-50,"16,18672223","8,688969049",,Sim,"4,194241875","0,5","41,56953375"
Intermediário,Chat,51+,"12,9841859","9,731567297","82,12848426",Sim,"8,472633303","3,766591511","53,28266383"
Básico,Telefone,18-25,"2,625993694","9,42055096","74,38461572",Sim,"5,174065298","5,405535657","45,85856067"
Básico,E-mail,26-35,"16,95331417","5,974284405","51,82466168",Sim,"7,653442191","3,460119631","41,28870032"
Intermediário,Presencial,26-35,"11,80164078","8,642836718","67,79840632",Sim,"6,224324468","3,010147893","53,51216458"
Premium,E-mail,26-35,"10,05611599","4,993038651","43,43109293",Sim,"6,163646527","4,56213812","47,52151952"
Intermediário,Chat,26-35,"9,514600504","5,736328223","38,56146631",Sim,"7,652385978","3,412846045","45,21642694"
Intermediário,Chat,51+,"10,63007939","7,471616563","55,24020266",Sim,10,"1,811137808","50,91439503"
Intermediário,Chat,51+,"12,45523447","9,910821844","77,89661947",Não,"6,435653553","3,714549932","48,43384112"
Intermediário,Presencial,51+,"12,06880581","7,101229708","56,42530644",Sim,"4,880923747","3,585076174","47,05462919"
Básico,E-mail,18-25,"14,67839145","8,566644886","63,06920765",Sim,"8,576197283","1,748038831","48,73317104"
Básico,Telefone,51+,"8,742698506","6,891936482","55,53905863",Sim,"5,883739529","1,120433451","50,93398416"
Premium,Chat,18-25,"2,182143478","7,010187557","57,61859436",Sim,"6,412352044","3,012083067","65,6797494"
Intermediário,E-mail,18-25,"11,36779299","7,625530032","60,67401749",Sim,"4,629143748","2,291891106","48,02427695"
Premium,Telefone,36-50,"9,958848502","9,431356626","62,45669186",Sim,"7,370951465","3,380096481","56,44840308"
Intermediário,Presencial,51+,"12,7572015","5,824677913","49,10046719",Não,"3,632046935","3,066308295","41,25765011"
Premium,E-mail,36-50,"11,22029272","6,627179909","52,44642017",Sim,"4,131250258","4,740116703","46,29242102"
Básico,E-mail,36-50,"5,877660045","7,47475521","59,55147084",Não,"7,433956183","4,629574113","54,47550616"
Básico,Chat,51+,"3,083948717","7,10900626","50,34752723",Sim,"9,244901421","3,554810072","56,13086208"
Premium,E-mail,18-25,"7,237165029","5,155488088","41,6514891",Sim,"8,282780669","2,333222027","59,48074145"
Intermediário,Presencial,26-35,"6,240257484","6,816889449","59,80287653",Sim,"8,011634513","1,561446754","54,31832905"
Básico,E-mail,18-25,"9,912113439","8,029123852","59,45431084",Sim,"3,380776494","2,467877621","47,84151399"
Intermediário,Chat,51+,"10,09886723","6,73005573","49,02601349",Sim,"7,410842518","1,781783808","51,87006376"
Premium,Presencial,18-25,"3,646461591","7,132964998","55,9068237",Não,"5,055957619","3,845542466","52,66214079"
Básico,Telefone,51+,"15,98324183","5,006202458","41,50996747",Sim,"6,628062323","2,342203448","42,28960229"
Intermediário,Telefone,26-35,"8,952191711","6,319750142",,Sim,"9,175632261","3,265200204","46,71255581"
Premium,Presencial,51+,"8,99136499","5,804709494","53,27943342",Sim,"3,419385573","3,614049679","52,84442995"
Intermediário,E-mail,51+,"12,68095535","7,449973323","55,42435805",Sim,"8,270645606","4,077618502","49,03492586"
Premium,Telefone,51+,"10,20516025","6,384963428","55,78233847",Sim,"2,853527727","4,010095408","48,83878008"
Intermediário,E-mail,18-25,"12,52858872","6,204070763","46,2633772",Não,"3,741860209","2,873384889","40,10223114"
Básico,E-mail,36-50,"6,135783324","8,321340093","64,44855982",Sim,"6,947880509","3,147833018","49,70052872"
Premium,Chat,26-35,"8,754587989","6,988252423","54,21266921",Sim,"9,767594078","2,50751903","48,96465665"
Intermediário,E-mail,36-50,"14,50037225","9,974773996","80,08631536",Sim,"5,377103564","3,105833422","46,5959866"
Premium,Presencial,36-50,"7,904225247","4,030373637","31,26523927",Sim,"4,694305443","1,372869606","47,65723833"
Premium,Telefone,36-50,"9,629677752","8,60961083","63,40622178",Sim,"6,459308478","1,543172823","56,59612806"
Intermediário,Telefone,51+,"9,786742422","7,319668324","55,90887162",Sim,"8,494431985","3,495749","47,00751079"
Intermediário,Telefone,51+,"6,368060456","5,158659703","40,07748255",Sim,"8,206107575","3,060475796","57,84386577"
Intermediário,E-mail,51+,"11,40228518","7,29263708","58,8596951",Não,"6,319536444","3,192022765","44,37863784"
Básico,Telefone,51+,"10,2048008","7,327437481","61,04452043",Sim,"8,508469457","1,841115186","56,16542926"
Premium,Chat,18-25,"17,58671296","6,678719305","57,04048319",Sim,"6,863132085","3,286194789","47,82459191"
Básico,Telefone,36-50,"6,272516982","7,049285182","53,02769933",Não,"6,346257866","5,377265626","44,69495156"
Básico,Chat,18-25,"11,26466765","8,866715728","72,2147894",Sim,"6,586662693","4,31186851","48,48352683"
Básico,Presencial,18-25,"12,91182259","7,581842517","55,45738169",Sim,"8,780023332","2,467569133","49,6323929"
Básico,Telefone,51+,"7,164026896","5,389886569","37,96247841",Não,"4,903895244","2,0653068","34,97458731"
Básico,Presencial,18-25,"4,283395383","5,771148096","52,54938658",Sim,"4,461533635","4,490453709","49,67669866"
Intermediário,Presencial,51+,"10,67452219","3,695592587","28,90875546",Sim,"5,879462262","3,227561267","44,67357503"
Intermediário,Chat,36-50,"7,613567819","7,907226286","59,65932038",Sim,"6,280024238","2,451606078","53,46990218"
Premium,Chat,36-50,"10,14046929","6,508868915","55,39398085",Sim,"7,647493413","1,326804408","54,55295193"
Básico,Chat,18-25,"9,269740517","7,513739297","62,13767803",Sim,"7,295336729","2,532877971","48,29922172"
Intermediário,Presencial,51+,"8,8492453","7,342946167","62,60207663",Sim,10,"1,932661453","48,04737753"
Básico,E-mail,18-25,"5,562891927","6,021974114","51,46570703",Sim,"5,924782084","1,39673313","54,11368052"
Básico,E-mail,18-25,"7,910047997","6,851686693","56,48338558",Sim,10,"3,655153384","48,37400541"
Intermediário,Chat,26-35,"6,625915841","8,431169925","59,6703562",Sim,"9,307562877","3,745458404","48,86966497"
Premium,Presencial,18-25,"8,022105503","6,330486879","49,41179272",Sim,"8,174208103","3,522493194","60,8337211"
Básico,Chat,26-35,"11,90802578","7,460694076","59,86122837",Sim,"7,11816989","3,235064917","43,94620284"
Premium,Chat,18-25,"5,316187466","7,074580041","56,82773505",Não,"6,915370932","2,116058088","53,04640538"
Básico,Presencial,26-35,"9,031584006","3,763181491","29,06262048",Sim,"2,792677955","3,403798989","37,13707495"
Premium,E-mail,18-25,"13,55455043","4,956599315","44,4138871",Sim,"3,475374931","3,770401677","51,63479154"
Básico,Telefone,18-25,"16,00837105","5,470879517","47,51184972",Sim,"4,918773481","3,197758115","41,86452372"
Básico,E-mail,18-25,"9,578624249","8,637294427","70,45454808",Sim,"6,667533597","5,127963986","46,96502697"
Premium,Presencial,18-25,"8,124615636","5,784553998","41,7685362",Sim,"9,018701142","2,31100504","57,08568621"
Básico,Telefone,51+,"12,10160464","6,265756014","44,44433714",Sim,"4,586849624","3,651166678","41,13743957"
Básico,Chat,51+,"10,1994787","8,22270901","68,96752584",Sim,"7,114194691","1,257588368","49,07778517"
Intermediário,E-mail,51+,"12,32900363","7,687077952","60,00703359",Sim,"2,164572202","5,692441024","41,61619461"
Básico,Chat,36-50,"16,71405777","5,943235574","57,13653029",Sim,10,"2,189690191","49,44130114"
Básico,Chat,18-25,"8,776890144","3,288750349","28,44427395",Sim,"6,110915694","1,72579979","47,70439469"
Premium,Telefone,51+,"10,85025168","8,237208018","65,07340902",Sim,"2,714905089","2,06240674","54,20193979"
Premium,Chat,26-35,"4,761011473","2,929093953","30,007962",Sim,"8,585895912","3,246395939","56,26950804"
Premium,Presencial,26-35,"5,587518542","8,201070847","63,20624699",Não,"8,963644835","1,969440883","60,14496971"
Intermediário,Presencial,26-35,"7,594706911","7,14566364","58,93098257",Sim,"8,046171651","2,467214815","56,68020392"
Premium,E-mail,26-35,"8,698505534","7,275965182","62,18375057",Sim,"8,371991343","3,240382659","58,69852903"
Intermediário,Presencial,18-25,"5,573351406","7,05838974","53,95790483",Sim,"6,070139663","2,756255534","54,15245011"
Intermediário,Chat,36-50,"14,87003341","8,183232829","72,83392257",Sim,"9,143424609","3,058646522","47,33182654"
Básico,E-mail,18-25,"6,367420075",10,"81,61516969",Sim,"6,032040622","2,071618582","55,83294966"
Premium,E-mail,18-25,"7,262008597","7,555446362","72,07943092",Sim,"2,703523597","2,469201326","59,78977255"
Básico,Presencial,18-25,"5,218083812","9,654043815","67,97619769",Sim,10,"2,512646994","53,51512108"
Básico,Chat,36-50,"9,469703723","8,508213377","67,4407057",Sim,"8,883706943","4,635749297","54,12717965"
Intermediário,Telefone,26-35,"8,977144145","6,728395059","51,30117669",Sim,"7,968740281","2,654496042","53,76598408"
Premium,Telefone,18-25,"12,31108156","5,824625486","44,54084508",Não,"3,957770513","2,351913899","47,46549751"
Intermediário,Chat,26-35,0,"7,205608901","63,97451548",Sim,"8,349221293","3,686176847","66,61047334"
Intermediário,E-mail,36-50,"8,575654568","8,976431158","70,64165347",Sim,"6,228404362","3,838349455","49,68658565"
Premium,Chat,26-35,"7,744051801","6,478967231","53,63415881",Não,"8,839263492","3,03448381","47,77421809"
Básico,Telefone,18-25,"14,23624943","6,949018437","60,5083238",Não,10,"3,959133781","36,75884356"
Intermediário,E-mail,36-50,"6,250479865","6,147993574","39,94941425",Não,"5,490823397","2,286436418","45,52585803"
Premium,Telefone,51+,"6,080884264","6,360912695","36,39239221",Sim,"7,558920945","4,35407242","43,78445661"
Intermediário,Telefone,26-35,"17,01782071","5,834693719","42,91377501",Não,"9,232208029","2,182502836","31,09784978"
Intermediário,E-mail,36-50,"9,244770085","6,008169299","52,12196975",Sim,"8,70857309","3,768808278","58,89803824"
Básico,Telefone,26-35,"13,12386666","7,492764669","55,41375214",Sim,"6,601529877","2,290354343","45,01003917"
Intermediário,Presencial,36-50,"9,600937368","4,049615616","29,50427271",Sim,"5,361873731","4,311671529","51,34047631"
Intermediário,Chat,36-50,"16,89524198",10,"77,91900511",Sim,"7,758542394","2,979893381","49,4275189"
Intermediário,Presencial,51+,"9,115609862","7,105970617","51,70683107",Sim,"7,86397585","1,951835234","51,70368929"
Premium,E-mail,18-25,"4,949385528","7,896664407","71,58241916",Sim,"4,843320894","2,560254448","57,08781673"
Intermediário,Presencial,36-50,"18,92413497","7,641281216","68,89527516",Sim,"3,359935781","3,277314761","48,31123219"
Premium,E-mail,18-25,"15,23350749","7,710548545","58,21003616",Sim,"7,618111023","3,025963052","49,9143799"
Intermediário,E-mail,36-50,"11,82585785","7,538997538","54,6613587",Não,"6,45733379","1,324320444","48,10080528"
Intermediário,E-mail,36-50,"9,06420313","8,980741143","74,47955038",Não,"4,997660376","4,303659443","50,41808021"
Básico,E-mail,26-35,"11,05489377","6,035653502","48,11909492",Não,"6,507067297","2,900492042","45,88980535"
Intermediário,Chat,36-50,"5,937277454","9,936006138","70,95575461",Não,"8,513470232","1,258672767","54,84170781"
Intermediário,Telefone,51+,"15,81370204","7,341429209","57,71000769",Sim,"7,071307246","3,638031092","39,97730808"
Premium,E-mail,51+,"10,02632671","6,368002586","48,48687778",Sim,"6,100798908","2,521747342","51,7265469"
Básico,Chat,18-25,"14,36103774","9,043417997","75,48739937",Sim,"5,083740676","3,673945874","43,50802093"
Básico,Telefone,51+,"9,899579713","7,294922443","63,45149685",Sim,"6,605463286","3,647983984","49,70212339"
Premium,Telefone,51+,"10,57947273","5,376767329","38,8202587",Não,"6,008887645","1,289988677","42,41692269"
Básico,E-mail,51+,"15,32588081","3,184753307","23,20548831",Sim,"6,569615827","3,598883147","25,13076063"
Premium,Chat,36-50,"7,871839952","6,924371746","64,17222417",Sim,"8,137352759","2,462439308","55,7845728"
Intermediário,Chat,26-35,"5,940329379","8,469092504","65,55657778",Sim,"8,56959936","2,601997012","63,94433005"
Premium,Presencial,18-25,"10,67915006","5,285695072","40,61280177",Sim,"3,683867994","3,013519886","48,8901154"
Premium,Chat,51+,"2,658160273","3,12125749","23,72803608",Sim,"7,59152925","3,238845262","51,58844163"
Básico,Chat,51+,"14,08945298","8,488355347","70,07223695",Sim,"5,742309004","2,886681633","45,20356448"
Intermediário,Chat,36-50,"11,62920094","6,307072545","49,67726504",Sim,"7,723769871","3,736228878","47,72718853"
Intermediário,Telefone,36-50,"5,87502227","4,611270615","40,78367243",Não,"2,193052299","1,626995888","41,41623562"
Intermediário,Presencial,51+,"10,4073084","6,981921065","51,44776981",Sim,10,"2,451745215","50,52488719"
Intermediário,Presencial,18-25,"9,292459593","6,040085851","44,73732835",Sim,"6,416844384","3,264802742","48,05505818"
Premium,E-mail,18-25,"9,244555417","6,142948145","47,05563353",Sim,"6,082825613","3,048652877","52,88948601"
Intermediário,E-mail,36-50,"1,015916166","4,516171004","34,53368629",Sim,"7,043303951","4,442281228","55,01992127"
Intermediário,E-mail,18-25,"5,145664243","9,005595485","63,78810692",Sim,"4,714294972","3,028283974","51,92335516"
Básico,Chat,18-25,"11,59227152","6,329167923","53,22208548",Sim,"6,555215223","4,179250792","45,86712832"
Premium,E-mail,51+,"13,81696626","7,743590255","61,53260329",Não,"7,367144356","1,330528508","50,52470595"
Básico,Chat,26-35,"15,00390209","9,090234319","63,79075826",Não,"5,831030742","2,946350516","38,13776573"
Básico,Telefone,36-50,"8,206895822","5,092165839","36,3509032",Sim,"8,339336","3,07291902","44,10441307"
Intermediário,Telefone,18-25,"11,2995493","6,633472134","41,29487341",Sim,"5,564855878","1,94480021","44,00758538"
Intermediário,Presencial,18-25,"11,62253311","8,516076829","67,50238552",Não,"7,662259993","4,578826463","41,81965042"
Premium,E-mail,36-50,"4,427371894","4,446837284","40,02681342",Sim,"5,965706097","2,384340045","56,60764279"
Básico,E-mail,26-35,"6,712472955","8,761926293","65,46070804",Sim,"2,930632387","3,51311056","53,68248419"
Premium,Presencial,51+,"8,135262807","7,846872655","59,6290514",Sim,"7,124662495","4,00836594","54,1415211"
Básico,Presencial,26-35,"5,768795361","5,284855583","38,27364177",Sim,"6,733784861","4,880134521","45,50507441"
Básico,E-mail,51+,"14,67687653","3,397708724","29,1624177",Sim,"7,997281524","3,498925632","35,55918864"
Básico,Chat,51+,"10,43631498","4,717021611","34,2952719",Não,"9,729074523","2,579369187","40,04417284"
Premium,Telefone,26-35,"13,36705233","6,995147313","68,14267423",Sim,"6,57204585","0,5","54,86987744"
Intermediário,Telefone,51+,"7,601351624","6,92405856","51,58987339",Sim,"8,961497555","3,072848727","53,18062308"
Intermediário,Telefone,26-35,"7,048981046","3,459565821","31,32512819",Não,"6,576919788","2,626686107","48,68387998"
Básico,Telefone,51+,"6,119546056","9,559286953","80,23395725",Sim,"5,475814113","3,856937735","54,61519301"
Básico,Telefone,51+,"13,0680728","7,225010436","53,56459849",Sim,"5,545746846","4,509997153","39,58006837"
Intermediário,Presencial,51+,"11,2905614","4,912233579","34,25358126",Sim,"8,44273215","1,377525686","45,34955085"
Intermediário,Presencial,51+,"9,693086485","5,317974183","36,98524678",Sim,"6,576628889","3,140226695","49,73072221"
Básico,Chat,18-25,"9,410980331","8,240947644","64,25084829",Sim,"8,033725894","2,02571118","51,67763614"
Básico,Telefone,26-35,"12,97208876",,"51,25675433",Sim,"6,723919168","4,101309941","34,10841456"
Premium,Chat,36-50,"9,397301163","9,132070821","76,47532644",Sim,"4,615254583","3,005461025","55,55258803"
Básico,Chat,51+,"7,900481657","5,501304305","43,5827619",Sim,"6,741682535","3,488797058","49,33730676"
Básico,E-mail,26-35,"7,546496542","7,686619592","54,5395292",Sim,"4,674750302","2,662092604","49,68971462"
Básico,Telefone,36-50,"8,04769525","8,625156567","72,50962292",Não,"2,459765167","4,433596581","42,82106206"
Premium,E-mail,18-25,"3,477266696","5,782340057","43,10474004",Sim,"4,711314501","1,609855651","48,01873488"
Premium,E-mail,51+,"15,41849508","7,524042403","60,75201396",Sim,"3,5512626","4,11023929","45,45594572"
Intermediário,Telefone,26-35,"5,75391131","5,921715418","56,42422064",Não,"4,097056915","5,090384881","52,02321528"
Básico,Chat,51+,"7,608681461","9,244063276","75,38217124",Sim,"5,047606389","3,771070741","58,51665737"
Intermediário,Presencial,18-25,"6,239136465","7,784900713","66,12474501",Não,"8,086290647","2,819416089","59,83968214"
Premium,E-mail,51+,"12,64964901","7,536247113","65,8674326",Sim,"5,667541633","2,620643228","55,6774749"
Premium,Chat,36-50,"11,38645159","7,544904352","51,82751299",Sim,"5,565047387","2,836418113","45,67052528"
Intermediário,Telefone,36-50,"11,87872977","5,383534715","37,35156196",Sim,"4,26273964","3,079582653","41,8043393"
Básico,E-mail,36-50,"13,85752443","7,578598402","60,17698252",Sim,"6,201717638","3,377531007","38,58336116"
Intermediário,Chat,36-50,"6,801668258","9,671957645","81,64095114",Sim,"8,412813887","4,58085031","55,58997951"
Intermediário,Telefone,26-35,"10,42438882","6,554139388","49,8148063",Sim,"8,057178375","3,409114684","39,65634829"
Premium,E-mail,36-50,"8,499284649","8,755162706","73,21588353",Sim,"8,009969878","3,296343371","51,42017968"
Intermediário,Telefone,18-25,"6,120837657","5,81223042","41,45541",Sim,"7,407964405","3,436672843","53,41326558"
Básico,Chat,18-25,"9,722744824","4,087425798","35,37486896",Sim,"4,118790486","4,24522913","35,14800173"
Intermediário,Chat,36-50,"7,808796684","5,845285391","50,4609055",Sim,"7,028583404","4,139951565","48,50527419"
Intermediário,Presencial,36-50,"16,19739954","4,153254879","36,60491529",Não,"5,282770572","2,431784194","39,59635949"
Básico,Presencial,18-25,"17,89475676","5,971787375","53,73837164",Sim,"6,129332859","3,116019104","42,24281841"
Intermediário,Presencial,51+,"18,10791037","5,840871058","44,18353688",Sim,"8,838460884","2,721381487","44,10776715"
Intermediário,Presencial,18-25,"13,20458599","6,528428798","51,89453369",Sim,"6,66009608","2,228050752","46,27000943"
Básico,Telefone,36-50,"7,39961215","5,081801431","41,11685426",Sim,"7,284147825","2,545241247","48,10456391"
Básico,Presencial,26-35,"12,65786552","9,348909824","72,86327014",Sim,"7,413981548","3,062700983","43,79133648"
Premium,Presencial,18-25,"13,17420262","6,560504546","56,64676752",Sim,"7,565181552","1,240370693","53,35218022"
Intermediário,E-mail,26-35,"14,51191193","6,061602435","47,83224477",Sim,"4,352887182","3,113144178","45,85373518"
Básico,Telefone,36-50,"13,42411364","6,942892928","53,05543701",Não,"7,268395154","1,255339183","41,71014723"
Básico,E-mail,36-50,"10,22869986","9,225965381","72,86713207",Sim,"8,176887358","2,994288756","59,43008853"
Básico,Chat,51+,"6,418484237","7,808644852","58,20857169",Sim,"4,559143783","2,280771352","49,40900551"
Básico,E-mail,18-25,"14,38458852","7,721035443","74,18545551",Sim,"5,46324604","2,37583354","52,96367446"
Premium,E-mail,51+,"13,76671356","4,762575722","29,63678818",Sim,"2,392109197","2,234158172","36,58190833"
Premium,E-mail,18-25,"6,169769459","7,241334241","53,54920506",Não,"7,050643361","2,140524804","48,34689405"
Premium,Telefone,36-50,"13,26293865","4,94681053","32,78641872",Sim,"6,24262415","3,955607725","36,13389719"
Básico,Presencial,26-35,"7,381423982","9,122748197","74,07895336",Sim,"4,241351845","2,5362345","57,39075958"
Básico,Telefone,26-35,"8,131980251","8,62405511","62,48012538",Sim,"5,57592677","3,051451863","42,78758415"
Intermediário,Presencial,18-25,"8,734708868","7,661370263","60,20374884",Sim,"3,639575827","3,990747998","44,48770052"
Básico,Telefone,36-50,"16,82452385","7,861467126","57,21294948",Sim,"8,276619477","3,167566707","40,55805032"
Intermediário,Presencial,18-25,"9,589605876","5,655918151","46,33726821",Sim,"4,967467921","3,096037425","35,56188199"
Intermediário,Telefone,36-50,"9,305421724","5,892635125","51,42708037",Sim,"7,560585477","1,942931482","51,18876095"
Básico,Chat,36-50,"11,75924633","9,366846858","81,85067492",Sim,"5,97035801","3,765747958","45,22926695"
Básico,Chat,26-35,"4,489506967","5,107306229","41,85283195",Não,"7,374664158","4,373477318","51,12851308"
Intermediário,Telefone,18-25,"5,080122247","7,366044833","52,65269594",Não,"5,214431443","3,504127722","46,58049455"
Intermediário,Presencial,36-50,"3,209406889","6,214142502","47,10873997",Sim,"8,283766441","2,597390165","55,64856656"
Básico,Telefone,26-35,"11,05581152","6,949118427","51,45359943",Sim,"6,3219826","3,70712862","49,6364155"
Intermediário,Presencial,18-25,"12,44631291","8,222654971","67,17145019",Sim,"7,423374152","0,5","51,08787228"
Intermediário,Chat,51+,"10,20137898","7,633072803","67,19853463",Sim,"7,443460467","2,351162489","57,13717695"
Básico,Telefone,18-25,"12,89353744","9,951858978","80,46326467",Sim,"7,993212103","3,078933419","51,84298114"
Intermediário,E-mail,51+,"12,21458608","8,310976224","63,94232723",Não,"6,640517722","5,070190199","44,20682238"
Premium,Chat,51+,"10,88971895","6,938402528","56,72831537",Sim,"7,356264539","1,844255184","46,75121441"
Intermediário,Telefone,36-50,"14,81452829","3,332834601","25,52554469",Sim,"5,385687263","2,270278519","43,2411233"
Intermediário,Telefone,26-35,"10,87255126","6,881501251","54,3431756",Sim,"2,153234904","2,49248858","50,34318843"
Premium,Chat,36-50,"10,39183454","8,085974078","69,00540966",Sim,"8,372308518","2,502606608","66,42737797"
Intermediário,Telefone,51+,"9,37916867","6,547051873","61,28876652",Sim,"6,640858419","3,223981753","52,5292753"
Básico,E-mail,36-50,"6,57309671","9,103898293","71,68066653",Sim,"4,881794254","3,411686902","53,95508605"
Básico,E-mail,26-35,"8,236834273","7,441576478","56,78916319",Sim,"4,667880961","2,482742675","48,79432784"
Intermediário,Presencial,51+,"4,104939655","6,859318732","58,02944544",Sim,"6,377640405","3,098831576","62,94645971"
Intermediário,Presencial,26-35,"8,943296731","5,474298853","42,70420771",Sim,"2,736134042","3,114195421","39,73093676"
Básico,Telefone,18-25,"11,95895791","4,137183087","26,99024126",Sim,"9,037998317","2,019575725","38,17802623"
Básico,E-mail,18-25,"6,453419364","5,039623748","33,95173759",Sim,"6,038105155","1,563921586","46,2888532"
Básico,Presencial,36-50,"9,186335103","8,819349202","64,92866256",Sim,"6,669935784","3,224297285","41,84924565"
Básico,Presencial,26-35,"10,78416169","8,37076454","72,52234773",Sim,"7,359183662","2,891645864","51,99884311"
Básico,Telefone,36-50,"3,510843908","7,991595498","65,28590724",Sim,"3,184498465","2,874120198","54,91792487"
Básico,E-mail,51+,"7,743709181","5,964101359","47,00368284",Não,"9,764317627","4,603443344","47,39871239"
Intermediário,E-mail,26-35,"8,60181592","7,572998612","65,63253865",Sim,"9,947749121","4,021421031","60,15679967"
Intermediário,Chat,51+,"14,21719471","6,337865958","50,37902911",Sim,"3,351005772","3,489050724","35,74525273"
Intermediário,Chat,18-25,"16,28716837","9,05662651","78,18186731",Sim,"3,966464239","1,596178153","56,57417711"
Premium,Chat,18-25,"2,278024383","8,635467448","67,20906674",Sim,"7,118544414","2,045235984","61,50082115"
Intermediário,Presencial,26-35,"12,15830176","6,688545003","52,63076345",Sim,"7,96720698","4,456603662","50,92890535"
Básico,Presencial,36-50,"6,379456672","5,025361952","48,59552306",Sim,"1,223685536","4,261967147","43,85709537"
Básico,E-mail,26-35,"12,84905789",10,"72,11071625",Não,10,"1,49117456","49,1129064"
Básico,E-mail,18-25,"8,583336026","7,506332308","61,74194321",Sim,"4,597504069","3,827534645","47,83553528"
Premium,E-mail,36-50,"12,4366901","7,767061598","61,81956664",Sim,"6,003041254","2,192117001","53,86711406"
Básico,Telefone,18-25,"5,149435676","6,470540196","52,70763669",Sim,"6,418623759","4,526318484","47,76913226"
Básico,E-mail,18-25,"16,36487284","7,984264548","67,64213008",Sim,"5,703019056","2,849553237","44,07186075"
Premium,Chat,36-50,"10,66585754","7,760402136","65,83878686",Sim,"5,238648908","3,518924257","58,5450798"
Básico,Telefone,36-50,0,"7,992695284","64,29592914",Sim,"6,612443355","4,350831629","56,93095583"
Básico,Presencial,36-50,"11,35207719","7,272565414","64,52273468",Sim,"9,344662976","4,144636588","48,5627388"
Intermediário,E-mail,51+,"19,79196176","5,420692004","40,79015077",Sim,"9,174154102","2,916225102","37,99052524"
Básico,Presencial,51+,"16,65879219","3,922375894","32,72425542",Sim,"3,785661964","4,175957398","35,34666063"
Premium,Presencial,26-35,"16,90572828","7,769125719","59,8445652",Sim,"5,521432547","2,364844558","43,19704565"
Básico,Telefone,51+,"6,073242355","5,314960121","35,1024328",Sim,"9,987657965","3,311234499","51,96142088"
Premium,Presencial,51+,"13,58568758","8,653204195","69,31683067",Não,"9,603461673","2,457254057","49,13918747"
Intermediário,E-mail,18-25,"18,35798128","5,731325021","49,26976445",Sim,"4,459226542","3,403799279","38,39610377"
Intermediário,E-mail,26-35,"11,81030454","4,654531669","37,31199714",Sim,10,"1,68262362","46,91093031"
Premium,Telefone,18-25,"7,734293694","6,963881121","49,62563409",Sim,"4,534678721","3,598355214","46,16028418"
Premium,Telefone,36-50,"13,11882043","7,884194531","61,14130106",Sim,"5,243672687","4,238013701","51,82614183"
Intermediário,Presencial,26-35,"14,12871033","8,248420063","66,57541795",Sim,"6,902463346","4,27814892","43,65743386"
Intermediário,Telefone,36-50,"7,099569702","7,612171151","65,489264",Sim,"6,11738288","2,865836151","59,68089478"
